Company,TypeName,Inches,Ram,OS,Price_euros,Touchscreen,CPU_company,CPU_freq,CPU_model,GPU_company,GPU_model
1,0,2.9069010598473755,2.833213344056216,3,7.346010209913293,0,0,1.3862943611198906,5,0,3
2,1,2.8094026953624978,2.1972245773362196,0,6.601325222901983,0,1,1.0296194171811581,4,0,4
4,2,2.70805020110221,2.833213344056216,3,7.824046010856292,1,1,1.2809338454620642,4,2,2
5,1,2.8094026953624978,2.1972245773362196,3,6.70073110954781,0,1,1.252762968495368,4,3,0
2,1,2.8094026953624978,2.5649493574615367,3,6.570980996749741,0,1,1.308332819650179,4,2,2
2,1,2.9069010598473755,2.1972245773362196,0,7.003065458786462,0,1,1.0296194171811581,4,0,4
0,1,2.8094026953624978,2.1972245773362196,3,6.61472560020376,0,1,1.0296194171811581,4,3,3
4,1,2.9069010598473755,1.6094379124341003,3,6.194405391104672,0,1,1.0986122886681098,2,2,2
4,1,2.9069010598473755,2.1972245773362196,1,6.745236349484363,0,1,1.0296194171811581,4,3,3
4,1,2.9069010598473755,1.9459101490553132,3,6.756932389247553,0,1,1.308332819650179,4,3,0
2,1,2.8094026953624978,1.6094379124341003,0,6.061456918928017,0,1,1.0986122886681098,2,0,3
4,0,2.8094026953624978,2.1972245773362196,3,6.721425700790643,0,1,1.252762968495368,3,3,1
4,1,2.8094026953624978,1.9459101490553132,3,6.363028103540465,0,1,1.252762968495368,3,2,2
0,1,2.8094026953624978,2.1972245773362196,3,6.858565034791365,0,1,1.0296194171811581,4,3,3
0,1,2.8094026953624978,2.5649493574615367,3,6.492239835020471,1,1,1.308332819650179,4,2,2
4,1,2.8094026953624978,2.1972245773362196,3,7.001245622069476,0,1,1.308332819650179,4,2,2
1,3,2.8094026953624978,2.1972245773362196,3,6.885509670034818,0,1,1.252762968495368,3,3,0
4,0,2.8094026953624978,2.833213344056216,3,7.07326971745971,0,1,1.33500106673234,4,3,3
4,1,2.8094026953624978,2.1972245773362196,1,6.49225498642084,0,1,1.308332819650179,4,3,0
0,1,2.8094026953624978,1.0986122886681098,2,5.298317366548036,0,1,0.9162907318741551,5,2,2
1,0,2.9069010598473755,2.1972245773362196,3,7.080026499922591,0,1,1.33500106673234,4,3,1
3,1,2.9069010598473755,2.1972245773362196,3,6.194405391104672,0,1,1.0986122886681098,2,2,2
2,1,2.8094026953624978,2.1972245773362196,3,7.512071245835466,0,1,1.33500106673234,4,3,1
4,1,2.8094026953624978,2.1972245773362196,3,6.606650186198215,0,1,0.9555114450274363,3,2,5
4,0,2.8094026953624978,2.1972245773362196,3,7.170119543449628,0,1,1.33500106673234,4,3,1
0,1,2.8094026953624978,2.1972245773362196,0,6.887552571664617,0,1,1.33500106673234,4,3,3
2,2,2.9069010598473755,2.833213344056216,3,7.967578228108656,0,1,1.3609765531356006,4,3,3
4,1,2.8094026953624978,1.9459101490553132,3,6.214608098422191,0,0,1.2237754316221157,5,0,3
1,3,2.8094026953624978,2.833213344056216,3,7.292337176173877,0,1,1.308332819650179,4,3,0
1,1,2.70805020110221,1.6094379124341003,3,6.234410725718371,0,1,1.2237754316221157,2,2,2
1,0,2.9069010598473755,2.833213344056216,3,7.660585461703256,0,1,1.33500106673234,4,3,1
4,1,2.9069010598473755,1.9459101490553132,3,6.476972362889683,0,1,1.252762968495368,3,3,1
4,1,2.8094026953624978,2.1972245773362196,1,6.309918278226516,0,1,1.252762968495368,3,3,0
1,0,2.8094026953624978,2.1972245773362196,3,7.143617602704121,0,1,1.33500106673234,4,3,3
4,1,2.8094026953624978,1.6094379124341003,1,5.888850257118181,0,1,0.7419373447293773,5,2,2
3,2,2.6602595372658615,2.833213344056216,3,7.588829878307813,1,1,1.33500106673234,4,2,2
5,1,2.8094026953624978,2.1972245773362196,3,6.950814768442584,0,1,1.252762968495368,4,3,0
4,1,2.8094026953624978,2.1972245773362196,3,6.709304340258298,0,1,1.252762968495368,3,3,0
3,1,2.8094026953624978,1.6094379124341003,3,6.152732694704104,0,1,1.0986122886681098,2,2,2
4,1,2.6602595372658615,2.1972245773362196,3,6.907755278982137,0,1,1.252762968495368,3,2,2
2,3,2.6602595372658615,2.833213344056216,3,7.824046010856292,1,1,1.0296194171811581,4,2,5
5,0,2.8094026953624978,2.833213344056216,3,7.649692623711514,0,1,1.33500106673234,4,3,1
0,1,2.8094026953624978,2.1972245773362196,3,6.152732694704104,0,0,1.1631508098056809,5,0,3
1,2,2.533696813957432,1.0986122886681098,3,5.62040086571715,1,1,0.7419373447293773,1,2,2
2,1,2.8094026953624978,2.1972245773362196,3,6.739336627357174,0,1,0.9555114450274363,3,0,4
3,2,2.6602595372658615,2.833213344056216,3,7.803843303538772,1,1,1.0296194171811581,4,2,5
4,1,2.6602595372658615,1.6094379124341003,2,6.133181099726462,0,1,0.9555114450274363,5,2,2
3,1,2.70805020110221,2.1972245773362196,3,6.8885724595653635,0,1,1.252762968495368,3,2,2
0,1,2.533696813957432,1.6094379124341003,3,6.186208623900494,0,1,0.9555114450274363,5,2,2
3,1,2.70805020110221,2.1972245773362196,3,7.164720378771857,0,1,1.308332819650179,4,2,2
4,1,2.9069010598473755,1.6094379124341003,3,6.380122536899765,0,1,1.252762968495368,3,3,0
1,1,2.70805020110221,2.1972245773362196,3,6.9985096422506015,0,1,1.308332819650179,4,2,2
3,1,2.8094026953624978,2.1972245773362196,3,6.805722553416985,0,1,1.0296194171811581,4,2,5
0,1,2.8094026953624978,2.1972245773362196,3,6.492239835020471,0,0,1.308332819650179,5,0,3
4,1,2.70805020110221,1.6094379124341003,3,5.680172609017068,0,1,0.7419373447293773,1,2,2
0,1,2.8094026953624978,1.9459101490553132,3,6.309918278226516,0,1,1.252762968495368,3,2,2
1,3,2.8094026953624978,2.1972245773362196,3,6.957402218871551,0,1,1.308332819650179,4,3,0
3,3,2.6026896854443837,2.1972245773362196,3,7.197435354096591,0,1,1.308332819650179,4,2,2
2,1,2.8094026953624978,3.4965075614664802,3,7.878534196140362,1,1,1.33500106673234,4,3,1
5,0,2.9069010598473755,2.1972245773362196,3,7.090076835776092,0,1,1.33500106673234,4,3,3
5,1,2.8094026953624978,2.1972245773362196,3,6.8501261661455,0,1,1.252762968495368,3,2,2
1,1,2.70805020110221,2.1972245773362196,3,7.19668657083435,0,1,1.308332819650179,4,2,2
4,1,2.8094026953624978,1.6094379124341003,3,6.1092475827643655,0,1,1.0986122886681098,2,2,2
1,0,2.8094026953624978,2.1972245773362196,3,6.907755278982137,0,1,1.33500106673234,4,3,1
3,1,2.70805020110221,2.1972245773362196,3,7.1459844677143876,0,1,1.2809338454620642,3,2,2
2,3,2.8094026953624978,2.1972245773362196,3,6.956545443151569,0,1,0.9555114450274363,3,3,0
3,1,2.8094026953624978,2.1972245773362196,3,7.0431599159883405,0,1,1.252762968495368,3,2,2
1,1,2.8094026953624978,1.6094379124341003,0,5.620364633176702,0,1,0.7419373447293773,1,2,2
2,1,2.8094026953624978,2.1972245773362196,3,7.042067616589731,0,1,0.9555114450274363,3,3,0
2,1,2.8094026953624978,1.6094379124341003,0,5.62003848122324,0,1,0.9555114450274363,0,2,2
4,1,2.8094026953624978,2.5649493574615367,3,6.802394763324311,0,0,1.5260563034950492,5,0,4
3,1,2.8094026953624978,2.1972245773362196,3,6.57507584059962,0,1,1.2237754316221157,2,3,3
4,2,2.7013612129514133,2.833213344056216,3,7.649692623711514,1,1,1.0296194171811581,4,2,5
2,3,2.6602595372658615,2.1972245773362196,3,7.365180126021013,0,1,1.0296194171811581,4,2,5
4,0,2.8094026953624978,2.833213344056216,3,7.029972911706386,0,1,1.33500106673234,4,3,3
3,1,2.70805020110221,1.0986122886681098,3,5.634789603169249,0,1,0.9555114450274363,0,2,2
2,3,2.8094026953624978,2.833213344056216,3,7.383343286521773,0,1,1.0647107369924282,4,2,5
1,2,2.533696813957432,1.6094379124341003,3,5.929589143389895,1,1,0.7419373447293773,1,2,2
2,3,2.8094026953624978,2.1972245773362196,3,6.498282149476434,0,1,0.9555114450274363,3,0,4
2,1,2.8094026953624978,2.833213344056216,3,7.615012443860422,1,1,1.33500106673234,4,3,1
3,1,2.8094026953624978,2.1972245773362196,3,7.173958319756794,0,1,1.308332819650179,4,2,2
5,0,2.9069010598473755,2.1972245773362196,3,7.251344983372214,0,1,1.33500106673234,4,3,1
3,2,2.8094026953624978,2.1972245773362196,3,7.461220763947065,0,1,1.33500106673234,4,3,3
5,1,2.8094026953624978,2.833213344056216,3,7.247080584585756,0,1,1.252762968495368,4,3,0
2,1,2.8094026953624978,2.1972245773362196,3,6.879252918509425,0,1,1.0296194171811581,4,0,4
4,1,2.8094026953624978,1.6094379124341003,1,5.777621362991072,0,1,0.7419373447293773,1,2,2
2,0,2.8094026953624978,2.1972245773362196,3,6.907755278982137,0,1,1.252762968495368,3,3,1
2,1,2.8094026953624978,2.1972245773362196,3,6.32502182507656,1,1,1.252762968495368,3,2,2
2,1,2.70805020110221,2.1972245773362196,3,7.2640301428995295,0,1,1.2809338454620642,3,2,2
3,1,2.8094026953624978,1.6094379124341003,3,6.0867747269123065,0,1,1.0986122886681098,2,2,2
1,1,2.70805020110221,2.1972245773362196,3,6.852242569051878,0,1,1.252762968495368,3,2,2
4,1,2.9069010598473755,1.9459101490553132,3,6.579251212010101,0,1,1.252762968495368,3,3,1
3,1,2.8094026953624978,2.1972245773362196,3,6.461468176353717,0,1,1.252762968495368,3,2,2
4,1,2.8094026953624978,2.1972245773362196,1,6.214608098422191,0,1,1.0986122886681098,2,3,3
3,1,2.8094026953624978,2.1972245773362196,3,5.966146739123692,0,1,0.9555114450274363,5,2,2
2,1,2.9069010598473755,2.1972245773362196,3,6.990256500493881,0,1,0.9555114450274363,3,0,4
4,0,2.8094026953624978,2.1972245773362196,1,6.697034247666484,0,1,1.252762968495368,3,3,1
2,1,2.8094026953624978,2.1972245773362196,3,6.802394763324311,0,1,1.308332819650179,4,0,3
3,3,2.70805020110221,2.1972245773362196,3,7.467942332285852,0,1,1.308332819650179,4,2,2
1,2,2.8094026953624978,2.5649493574615367,3,7.003065458786462,1,1,1.308332819650179,4,3,3
0,1,2.8094026953624978,1.6094379124341003,3,6.056784013228625,0,0,1.3862943611198906,5,0,3
1,0,2.9069010598473755,2.833213344056216,3,7.696212639346407,0,0,1.3862943611198906,5,0,3
4,1,2.9069010598473755,1.6094379124341003,3,6.194405391104672,0,0,1.1631508098056809,5,0,3
2,2,2.6602595372658615,2.1972245773362196,3,6.768504705835444,1,1,1.0296194171811581,4,2,5
3,1,2.8094026953624978,1.6094379124341003,3,6.194384982733157,0,0,1.3862943611198906,5,0,3
4,2,2.533696813957432,1.6094379124341003,3,6.317164686747284,0,1,0.7419373447293773,5,2,2
2,1,2.8094026953624978,1.6094379124341003,3,5.736572297479192,0,1,0.9555114450274363,0,2,2
1,1,2.70805020110221,1.6094379124341003,3,5.659482215759621,0,1,0.7419373447293773,1,2,2
0,1,2.8094026953624978,2.1972245773362196,0,6.741700694652055,0,1,1.33500106673234,4,3,1
3,0,2.9069010598473755,2.1972245773362196,3,7.083387847625295,0,1,1.33500106673234,4,3,1
4,1,2.8094026953624978,1.6094379124341003,1,6.002651736498547,0,1,1.0986122886681098,2,2,2
1,0,2.8094026953624978,2.1972245773362196,3,7.412160334945205,0,1,1.33500106673234,4,3,1
4,1,2.70805020110221,2.1972245773362196,3,7.003065458786462,0,1,1.252762968495368,3,3,0
1,3,2.6602595372658615,2.833213344056216,3,7.467313922427702,1,1,1.308332819650179,4,2,2
4,3,2.70805020110221,2.1972245773362196,3,7.733245646529795,0,1,1.308332819650179,4,2,2
4,1,2.6602595372658615,1.6094379124341003,3,6.309918278226516,0,1,1.2237754316221157,2,2,2
2,2,2.8094026953624978,2.1972245773362196,3,7.222566018822171,0,1,1.2809338454620642,3,0,3
2,2,2.8094026953624978,2.1972245773362196,3,7.666690200080086,0,1,1.308332819650179,4,3,3
4,2,2.70805020110221,2.833213344056216,3,7.828038032125829,1,1,1.308332819650179,4,2,2
1,0,2.9069010598473755,2.1972245773362196,3,6.946975992135418,0,1,1.33500106673234,4,3,1
1,0,2.9069010598473755,2.833213344056216,3,7.3727463664043285,0,1,1.33500106673234,4,3,3
0,1,2.8094026953624978,2.5649493574615367,3,6.5438974569720685,0,1,0.9555114450274363,3,3,3
5,0,2.9069010598473755,2.1972245773362196,3,7.2078598714324755,0,1,1.33500106673234,4,3,3
2,1,2.8094026953624978,2.1972245773362196,0,6.659127239126539,0,1,1.308332819650179,4,0,3
3,3,2.8094026953624978,1.6094379124341003,3,6.214608098422191,0,0,1.3862943611198906,5,0,4
4,1,2.8094026953624978,2.1972245773362196,3,7.115224629308743,0,1,1.0296194171811581,4,0,3
4,1,2.70805020110221,2.1972245773362196,3,6.844815479208263,0,1,1.252762968495368,3,2,2
2,2,2.8094026953624978,2.1972245773362196,3,7.905810312658931,1,1,1.33500106673234,4,3,3
4,3,2.70805020110221,2.833213344056216,3,7.873217054862741,0,1,1.308332819650179,4,2,2
4,1,2.8094026953624978,1.6094379124341003,3,5.726847747587197,0,1,0.7419373447293773,1,2,2
1,0,2.9069010598473755,2.833213344056216,3,7.333023014386481,0,1,1.33500106673234,4,3,1
4,1,2.8094026953624978,2.1972245773362196,3,7.04359650189355,0,1,0.9555114450274363,3,0,3
0,1,2.8094026953624978,2.1972245773362196,0,6.779921907472252,0,1,1.33500106673234,4,3,1
5,0,2.9069010598473755,2.833213344056216,3,7.718685495198466,0,1,1.33500106673234,4,3,1
1,3,2.70805020110221,2.1972245773362196,3,7.535830462798367,0,1,1.308332819650179,4,2,2
5,3,2.6602595372658615,2.833213344056216,3,7.466227556215481,0,1,1.252762968495368,4,2,2
2,3,2.70805020110221,2.1972245773362196,3,7.427144133408616,0,1,1.33500106673234,4,2,2
4,1,2.8094026953624978,1.6094379124341003,3,6.016157159698354,0,1,1.0986122886681098,2,2,2
4,1,2.533696813957432,1.0986122886681098,3,5.721786099095776,0,1,0.7419373447293773,1,2,2
4,2,2.8094026953624978,2.1972245773362196,3,7.563200592358071,0,1,1.33500106673234,4,3,3
4,3,2.70805020110221,2.1972245773362196,3,7.572502985020384,0,1,1.33500106673234,4,3,3
3,1,2.8094026953624978,1.6094379124341003,3,6.152732694704104,0,1,1.0986122886681098,2,0,4
0,2,2.6602595372658615,2.1972245773362196,3,6.672045603608801,1,1,1.252762968495368,4,2,2
1,2,2.6602595372658615,2.1972245773362196,3,6.834108738813838,1,1,1.252762968495368,3,2,2
2,1,2.8094026953624978,1.6094379124341003,0,6.3967629746590475,0,1,1.252762968495368,3,0,3
2,1,2.6602595372658615,1.6094379124341003,3,6.536691597591305,0,1,1.0986122886681098,2,2,2
3,3,2.70805020110221,2.1972245773362196,3,7.313886831633462,0,1,1.252762968495368,4,2,2
2,1,2.8094026953624978,2.1972245773362196,3,6.293326853133583,0,1,1.252762968495368,3,2,2
4,3,2.70805020110221,2.1972245773362196,3,7.103634513708157,0,1,1.0296194171811581,4,0,3
4,2,2.8094026953624978,2.833213344056216,3,7.549609165154532,1,1,1.33500106673234,4,3,1
5,1,2.5877640352277083,1.9459101490553132,3,6.1092475827643655,0,1,0.7419373447293773,5,2,2
3,1,2.8094026953624978,2.1972245773362196,3,7.2640301428995295,0,1,1.3609765531356006,4,2,2
1,1,2.8094026953624978,2.1972245773362196,0,6.393590753950631,0,1,1.2237754316221157,2,3,0
2,0,2.9069010598473755,2.833213344056216,3,7.937374696163295,0,1,1.3609765531356006,4,3,1
2,0,2.8094026953624978,2.1972245773362196,3,7.05617528410041,0,1,1.33500106673234,4,3,3
2,1,2.8094026953624978,2.1972245773362196,3,7.041761558829871,0,1,1.0296194171811581,4,0,4
2,3,2.70805020110221,2.1972245773362196,0,7.003065458786462,0,1,1.33500106673234,4,2,2
3,0,2.9069010598473755,2.5649493574615367,3,7.600902459542082,0,1,1.33500106673234,4,3,1
5,2,2.533696813957432,1.6094379124341003,3,5.703782474656201,1,1,0.7419373447293773,1,2,2
5,2,2.533696813957432,1.6094379124341003,2,5.598421958998375,0,1,0.9555114450274363,0,2,2
4,1,2.6602595372658615,2.1972245773362196,3,6.918695219020472,0,1,1.308332819650179,4,2,2
4,1,2.70805020110221,1.6094379124341003,3,6.396929655216146,0,1,1.308332819650179,2,2,2
4,2,2.8094026953624978,2.833213344056216,3,7.802209316247118,0,1,1.33500106673234,4,3,0
4,1,2.8094026953624978,2.833213344056216,3,7.803843303538772,0,1,1.3609765531356006,4,3,3
1,0,2.9069010598473755,2.1972245773362196,3,7.4360278163518485,0,0,1.4350845252893227,5,0,3
3,1,2.8094026953624978,1.6094379124341003,3,5.8522024797744745,0,1,0.9555114450274363,0,2,2
5,3,2.5877640352277083,2.833213344056216,2,7.696212639346407,1,1,0.832909122935104,4,2,2
4,3,2.70805020110221,3.2188758248682006,3,7.776115477098742,0,1,1.308332819650179,4,2,2
1,1,2.8094026953624978,1.6094379124341003,0,6.327936783729195,0,1,1.252762968495368,3,2,2
4,1,2.9069010598473755,2.1972245773362196,3,6.253828811575473,0,0,1.252762968495368,5,0,3
2,1,2.8094026953624978,1.6094379124341003,3,6.620073206530356,0,1,0.9555114450274363,3,0,4
4,3,2.6026896854443837,2.1972245773362196,3,7.265429723253953,0,1,1.252762968495368,3,2,2
4,1,2.8094026953624978,1.6094379124341003,3,5.857933154483459,0,1,0.7419373447293773,5,2,2
3,0,2.8094026953624978,2.1972245773362196,3,7.003065458786462,0,1,1.33500106673234,4,3,1
2,1,2.70805020110221,2.1972245773362196,3,7.07326971745971,0,1,1.33500106673234,3,3,0
0,1,2.8094026953624978,1.6094379124341003,0,6.093118200834482,0,1,1.252762968495368,3,2,2
2,2,2.8094026953624978,2.1972245773362196,3,7.597897950521784,0,1,1.3862943611198906,5,3,3
5,0,2.8094026953624978,2.1972245773362196,3,6.936090031409406,0,1,1.252762968495368,3,3,1
5,3,2.6741486494265287,2.833213344056216,2,7.859413154693583,1,1,1.252762968495368,4,2,3
3,1,2.8094026953624978,2.1972245773362196,3,6.380122536899765,0,1,1.252762968495368,3,2,2
2,2,2.8094026953624978,2.833213344056216,3,7.588829878307813,0,1,1.308332819650179,4,3,3
3,2,2.8094026953624978,2.1972245773362196,3,7.336285660021297,0,1,1.3609765531356006,4,2,2
4,1,2.70805020110221,2.1972245773362196,3,7.204892510204673,0,1,1.252762968495368,3,2,2
2,1,2.8094026953624978,2.1972245773362196,3,6.887552571664617,0,1,1.0296194171811581,4,0,4
2,2,2.533696813957432,1.6094379124341003,3,6.173786103901937,1,1,0.9555114450274363,5,2,2
2,1,2.9069010598473755,2.1972245773362196,3,7.624130585661289,0,1,1.308332819650179,4,3,1
5,3,2.6741486494265287,1.6094379124341003,2,6.897704943128636,1,1,1.1631508098056809,5,2,2
5,3,2.6741486494265287,2.1972245773362196,2,7.495541943884256,1,1,1.252762968495368,4,2,3
3,1,2.9069010598473755,2.1972245773362196,3,6.462873438510181,0,1,1.0986122886681098,2,2,2
0,1,2.8094026953624978,1.6094379124341003,3,6.300785794663244,0,1,1.0986122886681098,2,3,0
0,2,2.533696813957432,1.6094379124341003,3,6.077642243349034,0,1,0.9555114450274363,0,2,2
1,1,2.8094026953624978,2.1972245773362196,3,6.620073206530356,0,1,1.252762968495368,3,2,2
4,1,2.70805020110221,2.1972245773362196,1,6.684611727667927,0,1,1.308332819650179,4,0,3
4,1,2.8094026953624978,2.1972245773362196,3,7.645397699428633,0,1,1.3609765531356006,4,3,3
1,1,2.8094026953624978,1.6094379124341003,3,5.720311776607412,0,1,0.7419373447293773,5,2,2
0,1,2.8094026953624978,1.6094379124341003,3,6.152732694704104,0,1,1.0986122886681098,2,3,1
2,1,2.8094026953624978,2.1972245773362196,3,6.633318433280377,0,1,0.9555114450274363,3,0,4
3,0,2.9069010598473755,2.5649493574615367,3,7.438383530044307,0,1,1.33500106673234,4,3,1
4,3,2.70805020110221,2.5649493574615367,3,7.527793987721444,0,1,1.2809338454620642,4,2,2
3,2,2.6602595372658615,2.1972245773362196,3,7.600902459542082,1,1,1.0296194171811581,4,2,5
3,1,2.8094026953624978,2.1972245773362196,3,7.051855622955894,0,1,1.252762968495368,3,0,3
5,3,2.5877640352277083,2.1972245773362196,2,7.151485463904735,1,1,0.7884573603642702,3,2,2
2,3,2.6602595372658615,2.1972245773362196,3,7.519068565317946,1,1,0.9555114450274363,3,2,5
1,1,2.8094026953624978,2.5649493574615367,3,7.170119543449628,0,1,1.2809338454620642,4,2,2
2,1,2.70805020110221,2.1972245773362196,3,6.608000625296087,0,1,1.1939224684724346,2,2,2
2,2,2.8094026953624978,2.1972245773362196,3,7.786967002614872,0,1,1.33500106673234,4,3,3
4,1,2.70805020110221,2.1972245773362196,3,7.21890970761906,0,1,1.252762968495368,3,2,2
2,1,2.8094026953624978,2.1972245773362196,3,6.516193076042964,0,1,0.9555114450274363,3,0,4
5,1,2.6602595372658615,2.1972245773362196,3,7.422373700986824,0,1,1.252762968495368,3,2,2
2,1,2.8094026953624978,2.1972245773362196,3,7.141245122350491,0,1,1.0296194171811581,4,3,0
2,1,2.8094026953624978,1.6094379124341003,3,6.376046444299722,0,1,1.2237754316221157,2,2,2
3,1,2.6602595372658615,1.6094379124341003,3,6.588926477533519,0,1,0.9555114450274363,3,2,5
5,1,2.8094026953624978,1.6094379124341003,3,5.521060837840906,0,1,0.8919980393051105,5,2,2
4,1,2.8094026953624978,1.6094379124341003,3,6.338594078203183,0,1,1.0986122886681098,2,2,2
4,1,2.70805020110221,2.1972245773362196,3,6.956545443151569,0,1,0.9555114450274363,3,2,5
2,2,2.8094026953624978,2.833213344056216,3,7.757478766584179,0,1,1.308332819650179,4,3,3
2,1,2.8094026953624978,2.833213344056216,3,7.549609165154532,0,1,1.33500106673234,4,3,1
4,3,2.6026896854443837,2.833213344056216,3,7.4949862339505335,0,1,1.308332819650179,4,2,2
1,3,2.6026896854443837,2.833213344056216,3,7.576097340623111,0,1,1.308332819650179,4,2,2
4,1,2.8094026953624978,2.1972245773362196,3,6.920661632531647,0,1,1.252762968495368,3,3,0
5,3,2.6602595372658615,3.4965075614664802,3,7.937374696163295,1,1,1.308332819650179,4,2,2
1,0,2.8094026953624978,2.1972245773362196,3,7.208600337960199,0,1,1.33500106673234,4,3,1
0,1,2.8094026953624978,2.1972245773362196,3,6.363028103540465,0,0,1.252762968495368,5,0,3
1,0,2.9069010598473755,3.2188758248682006,3,7.146772179452637,1,1,1.2809338454620642,4,3,1
4,3,2.6026896854443837,2.1972245773362196,3,7.003065458786462,0,1,1.1939224684724346,3,2,2
4,1,2.8094026953624978,2.1972245773362196,3,6.8022836460399025,0,1,1.0296194171811581,4,2,5
3,1,2.70805020110221,2.1972245773362196,3,7.4673710669175595,0,1,1.33500106673234,4,2,2
4,1,2.6602595372658615,2.1972245773362196,3,6.856461984594587,0,1,1.2237754316221157,2,2,2
4,1,2.8094026953624978,2.1972245773362196,3,6.815639990074331,0,1,1.252762968495368,3,2,2
1,2,2.533696813957432,1.6094379124341003,2,5.831882477283517,0,1,0.7419373447293773,1,2,2
3,1,2.8094026953624978,2.1972245773362196,3,6.429703348876805,0,1,1.252762968495368,3,0,4
4,2,2.7013612129514133,2.1972245773362196,3,7.3777589082278725,1,1,0.9555114450274363,3,2,5
4,1,2.70805020110221,1.6094379124341003,3,5.703782474656201,0,1,0.7419373447293773,1,2,2
4,2,2.533696813957432,1.6094379124341003,2,5.583496308781699,0,1,0.9555114450274363,0,2,2
4,1,2.6602595372658615,2.1972245773362196,3,6.856461984594587,0,1,1.252762968495368,3,2,2
1,1,2.8094026953624978,2.1972245773362196,3,7.110696122978827,0,1,1.308332819650179,4,2,2
0,1,2.8094026953624978,1.6094379124341003,3,6.419994928147142,0,1,0.9555114450274363,3,3,3
3,3,2.6602595372658615,2.1972245773362196,3,7.188412736496954,0,1,1.308332819650179,4,2,2
4,0,2.8094026953624978,2.1972245773362196,1,7.047517221357296,0,1,1.33500106673234,4,3,1
2,3,2.6602595372658615,2.1972245773362196,3,6.802394763324311,1,1,1.252762968495368,3,2,2
0,1,2.8094026953624978,1.6094379124341003,3,6.461468176353717,0,1,1.308332819650179,4,3,0
2,1,2.8094026953624978,2.1972245773362196,3,6.729824070489475,0,1,1.252762968495368,3,2,2
2,1,2.8094026953624978,2.833213344056216,3,7.106802839691678,0,1,1.0296194171811581,4,0,4
5,1,2.8094026953624978,2.833213344056216,1,7.244905856906428,0,1,1.0296194171811581,4,3,3
1,2,2.533696813957432,1.0986122886681098,3,5.5053315359323625,0,1,0.7419373447293773,1,2,2
3,1,2.8094026953624978,1.6094379124341003,3,6.258567565922647,1,1,0.9555114450274363,3,2,5
1,0,2.8094026953624978,3.2188758248682006,3,7.99598047476376,0,1,1.33500106673234,4,3,3
3,1,2.8094026953624978,2.1972245773362196,3,6.7912214627261855,0,1,1.252762968495368,3,3,0
1,0,2.9069010598473755,2.833213344056216,3,7.316548177182976,0,1,1.33500106673234,4,3,3
4,0,2.8094026953624978,2.1972245773362196,3,7.24422751560335,0,1,1.33500106673234,4,3,1
3,3,2.6602595372658615,2.1972245773362196,3,7.24422751560335,0,1,1.308332819650179,4,2,2
2,1,2.70805020110221,2.1972245773362196,3,7.155185506847295,0,1,1.2809338454620642,3,2,2
3,1,2.8094026953624978,1.6094379124341003,3,6.536691597591305,0,1,1.0986122886681098,2,2,2
2,1,2.9069010598473755,2.1972245773362196,0,6.7912214627261855,0,1,0.9555114450274363,3,0,4
4,1,2.70805020110221,2.1972245773362196,4,7.201170883281678,0,1,1.1939224684724346,3,2,2
4,1,2.8094026953624978,1.6094379124341003,3,6.684611727667927,0,1,1.308332819650179,4,3,0
4,1,2.8094026953624978,2.1972245773362196,1,6.131226489483141,0,1,1.0986122886681098,2,3,3
2,1,2.8094026953624978,1.6094379124341003,3,6.373319789577012,0,1,1.252762968495368,3,0,3
2,1,2.8094026953624978,2.1972245773362196,3,7.228388451573604,0,1,1.33500106673234,3,2,2
2,0,2.9069010598473755,2.833213344056216,3,8.01094706572388,0,1,1.33500106673234,4,3,1
5,1,2.8094026953624978,2.1972245773362196,3,6.7580945044277305,0,1,1.252762968495368,3,2,2
1,1,2.8094026953624978,2.1972245773362196,3,7.170119543449628,0,1,1.308332819650179,4,3,1
5,1,2.6602595372658615,1.6094379124341003,3,5.91350300563827,0,1,0.7419373447293773,5,2,2
1,0,2.8094026953624978,2.1972245773362196,3,7.408530566894626,0,1,1.252762968495368,3,3,1
2,1,2.8094026953624978,2.1972245773362196,3,7.222566018822171,0,1,1.33500106673234,4,3,0
2,1,2.8094026953624978,2.1972245773362196,3,6.682622249968917,0,1,0.9555114450274363,3,0,4
3,1,2.8094026953624978,1.6094379124341003,3,5.991439546795477,0,1,0.9555114450274363,5,2,2
3,0,2.9069010598473755,2.5649493574615367,3,7.495541943884256,0,1,1.33500106673234,4,3,1
4,1,2.70805020110221,2.1972245773362196,3,6.756932389247553,0,1,1.308332819650179,4,3,0
2,3,2.6602595372658615,2.1972245773362196,3,7.24422751560335,1,1,1.0296194171811581,4,2,5
2,1,2.70805020110221,1.6094379124341003,3,6.602411485857249,0,1,1.0986122886681098,2,2,2
3,3,2.6602595372658615,2.1972245773362196,3,7.044032897274685,0,1,1.308332819650179,4,2,2
0,0,2.8094026953624978,2.1972245773362196,0,6.683360945766275,0,1,1.252762968495368,3,3,1
1,1,2.8094026953624978,1.6094379124341003,3,5.857933154483459,0,0,1.0296194171811581,5,0,3
3,1,2.8094026953624978,1.6094379124341003,3,6.560323202124582,0,1,1.2237754316221157,2,2,2
4,1,2.70805020110221,1.6094379124341003,3,6.666956792429207,0,1,1.252762968495368,3,2,2
4,1,2.8094026953624978,1.6094379124341003,1,6.138482708032701,0,1,1.1939224684724346,3,2,2
