Company,TypeName,Inches,Ram,OS,Price_euros,Touchscreen,CPU_company,CPU_freq,CPU_model,GPU_company,GPU_model
3,0,2.9069010598473755,2.833213344056216,3,7.22983877815125,0,1,1.33500106673234,4,3,1
3,1,2.9069010598473755,2.1972245773362196,3,6.952728644624869,0,1,1.0296194171811581,4,3,3
2,0,2.8094026953624978,2.833213344056216,3,7.520776415062797,0,1,1.33500106673234,4,3,1
4,1,2.8094026953624978,1.6094379124341003,3,6.202535517187923,0,1,1.1939224684724346,3,2,2
0,1,2.8094026953624978,2.1972245773362196,3,6.610696044717759,0,1,1.308332819650179,4,3,0
4,0,2.8094026953624978,2.833213344056216,3,7.4673710669175595,0,1,1.33500106673234,4,3,1
2,2,2.8094026953624978,2.833213344056216,3,8.024862150286411,0,1,1.3862943611198906,5,3,3
4,0,2.8094026953624978,2.833213344056216,1,7.243512974665482,0,1,1.33500106673234,4,3,1
2,1,2.8094026953624978,1.9459101490553132,3,6.0867747269123065,1,1,1.2237754316221157,2,2,2
2,3,2.6602595372658615,2.1972245773362196,3,7.575584651557793,1,1,1.0296194171811581,4,2,5
2,3,2.6602595372658615,2.1972245773362196,3,7.27931883541462,0,1,1.0296194171811581,4,2,5
4,1,2.8094026953624978,2.1972245773362196,3,6.393590753950631,0,1,1.252762968495368,3,2,2
0,1,2.8094026953624978,2.1972245773362196,0,6.659293919683638,0,1,1.33500106673234,4,3,1
1,0,2.9069010598473755,2.833213344056216,3,7.249925536717988,0,1,1.33500106673234,4,3,1
3,1,2.8094026953624978,1.6094379124341003,1,5.857933154483459,0,1,1.0986122886681098,2,2,2
4,1,2.8094026953624978,2.1972245773362196,1,6.309918278226516,0,1,1.252762968495368,3,2,2
5,3,2.6390573296152584,2.1972245773362196,3,7.313220387090301,0,1,1.308332819650179,4,2,2
2,3,2.6602595372658615,2.1972245773362196,3,6.8382765752120775,0,1,1.0296194171811581,4,0,4
4,1,2.9069010598473755,2.1972245773362196,1,6.380122536899765,0,1,1.252762968495368,3,3,1
3,1,2.70805020110221,2.1972245773362196,3,6.939253946041508,0,1,1.0296194171811581,4,3,0
2,3,2.70805020110221,2.1972245773362196,3,7.047517221357296,0,1,0.9555114450274363,3,2,5
2,2,2.6602595372658615,2.833213344056216,3,7.154615356913663,1,1,1.0296194171811581,4,2,5
2,1,2.8094026953624978,2.1972245773362196,0,6.519663378931318,0,1,0.9555114450274363,3,0,4
4,2,2.70805020110221,2.1972245773362196,3,6.802394763324311,0,1,0.9555114450274363,3,2,5
5,3,2.6602595372658615,2.1972245773362196,3,7.218176838403408,0,1,1.252762968495368,4,2,2
3,1,2.8094026953624978,2.1972245773362196,3,6.678342114654332,0,1,0.9555114450274363,3,2,5
2,0,2.9069010598473755,2.833213344056216,3,7.806834743085911,0,1,1.33500106673234,4,3,1
0,1,2.8094026953624978,2.1972245773362196,3,6.725033642166843,0,1,1.308332819650179,4,3,0
2,1,2.8094026953624978,2.833213344056216,3,6.756944017086926,1,1,1.308332819650179,4,0,3
1,1,2.8094026953624978,2.1972245773362196,3,6.646390514847729,0,1,1.252762968495368,3,3,3
1,1,2.9069010598473755,2.1972245773362196,3,6.79346613258001,0,1,1.252762968495368,3,3,1
3,1,2.8094026953624978,2.1972245773362196,3,7.146772179452637,0,1,1.308332819650179,4,0,3
1,1,2.8094026953624978,1.6094379124341003,3,5.991439546795477,0,1,1.2237754316221157,2,2,2
3,1,2.8094026953624978,1.6094379124341003,3,5.802118375377063,0,0,0.9162907318741551,5,0,3
4,0,2.8094026953624978,2.833213344056216,3,7.313220387090301,0,1,1.33500106673234,4,3,1
2,1,2.70805020110221,2.1972245773362196,3,6.756932389247553,0,1,1.252762968495368,3,2,2
0,2,2.6602595372658615,2.1972245773362196,3,6.536691597591305,1,1,1.1939224684724346,3,2,2
2,1,2.8094026953624978,2.833213344056216,0,6.802394763324311,0,1,1.308332819650179,4,0,3
0,1,2.8094026953624978,1.6094379124341003,0,5.968707559985366,0,1,1.0986122886681098,2,2,2
1,1,2.8094026953624978,1.6094379124341003,3,6.3561076606958915,0,0,1.252762968495368,5,0,3
1,0,2.9069010598473755,3.4965075614664802,3,8.266421472984554,0,1,1.3609765531356006,4,3,1
0,0,2.8094026953624978,2.1972245773362196,3,6.741700694652055,0,1,1.252762968495368,3,3,1
4,1,2.8094026953624978,2.1972245773362196,3,6.380122536899765,0,1,1.0986122886681098,2,2,2
1,1,2.9069010598473755,2.1972245773362196,3,7.044032897274685,0,1,1.0296194171811581,4,3,0
1,1,2.9069010598473755,2.1972245773362196,1,6.7912214627261855,0,1,1.308332819650179,4,3,1
2,0,2.8094026953624978,2.1972245773362196,3,6.779921907472252,0,1,1.252762968495368,3,3,1
4,2,2.7013612129514133,2.1972245773362196,3,6.984716320118266,1,1,1.308332819650179,4,2,2
2,1,2.8094026953624978,2.1972245773362196,3,6.893656354602635,0,1,1.0296194171811581,4,0,4
3,1,2.8094026953624978,2.1972245773362196,3,6.327936783729195,1,1,1.252762968495368,3,2,2
1,0,2.9069010598473755,2.833213344056216,3,8.006367567650246,0,1,1.3609765531356006,4,3,1
3,1,2.6602595372658615,1.6094379124341003,3,6.516193076042964,0,1,0.9555114450274363,3,2,5
5,3,2.6602595372658615,2.1972245773362196,2,7.621195162809845,0,1,1.410986973710262,3,2,3
2,2,2.8094026953624978,2.1972245773362196,3,6.709304340258298,1,1,1.0296194171811581,4,2,5
1,0,2.9069010598473755,2.833213344056216,3,7.495541943884256,0,1,1.33500106673234,4,3,1
1,1,2.8094026953624978,1.6094379124341003,3,6.152732694704104,0,0,1.3862943611198906,5,0,3
4,2,2.7013612129514133,2.1972245773362196,3,7.52294091807237,1,1,1.0296194171811581,4,2,5
0,1,2.9069010598473755,1.6094379124341003,3,6.555356891810665,0,1,1.308332819650179,2,3,3
2,3,2.6602595372658615,2.1972245773362196,3,6.856461984594587,0,1,0.9555114450274363,3,2,5
3,1,2.8094026953624978,2.1972245773362196,3,6.1023348559394055,0,0,1.252762968495368,5,0,3
3,1,2.9069010598473755,2.833213344056216,3,6.966024187106113,0,1,1.0296194171811581,4,3,3
5,0,2.9069010598473755,2.833213344056216,3,7.824046010856292,0,1,1.33500106673234,4,3,1
4,2,2.8094026953624978,2.1972245773362196,3,7.438383530044307,1,1,1.33500106673234,4,3,1
2,1,2.9069010598473755,2.1972245773362196,3,7.04141166379481,0,1,1.0296194171811581,4,0,4
4,1,2.8094026953624978,1.6094379124341003,1,6.09807428216624,0,1,1.0986122886681098,2,2,2
3,1,2.8094026953624978,1.6094379124341003,3,6.583409222158765,0,1,0.9555114450274363,3,2,2
2,1,2.8094026953624978,1.6094379124341003,3,6.489204931325317,0,1,1.252762968495368,3,2,2
2,1,2.8094026953624978,2.1972245773362196,3,6.338594078203183,0,1,1.252762968495368,3,0,3
2,2,2.8094026953624978,2.1972245773362196,3,6.684611727667927,1,1,0.9555114450274363,3,2,5
1,2,2.6602595372658615,2.1972245773362196,3,7.313220387090301,1,1,1.0296194171811581,4,2,5
4,1,2.8094026953624978,1.6094379124341003,1,6.148468295917647,0,1,1.252762968495368,3,2,2
3,1,2.9069010598473755,2.1972245773362196,3,6.926577033222725,0,1,1.0296194171811581,4,3,3
4,1,2.8094026953624978,2.1972245773362196,3,6.78105762593618,0,1,1.0296194171811581,4,2,5
5,3,2.6602595372658615,2.1972245773362196,2,7.580648730514814,0,1,1.3609765531356006,3,2,3
