Company,TypeName,Inches,Ram,Price_euros,Touchscreen,CPU_freq,CPU_model,GPU_model,OS_No OS,OS_Other,OS_Windows 10,OS_Windows 7,GPU_company_ARM,GPU_company_Intel,GPU_company_Nvidia
1,0,2.9069010598473755,2.1972245773362196,7.170119543449628,0,1.3862943611198906,5,3,False,False,True,False,False,False,False
3,1,2.70805020110221,2.1972245773362196,6.8885724595653635,0,1.252762968495368,3,2,False,False,True,False,False,True,False
4,1,2.8094026953624978,1.6094379124341003,6.030444846748866,0,1.0986122886681098,2,2,False,False,True,False,False,True,False
0,1,2.70805020110221,1.6094379124341003,5.857933154483459,0,0.9555114450274363,0,2,False,True,False,False,False,True,False
2,1,2.8094026953624978,2.1972245773362196,6.644830857656083,0,1.0296194171811581,4,4,False,False,True,False,False,False,False
3,1,2.8094026953624978,2.1972245773362196,7.2078598714324755,0,1.2809338454620642,3,3,False,False,True,False,False,False,False
4,1,2.8094026953624978,2.1972245773362196,6.309918278226516,0,1.252762968495368,3,2,True,False,False,False,False,True,False
0,1,2.8094026953624978,1.9459101490553132,6.173786103901937,1,1.2237754316221157,2,2,False,False,True,False,False,True,False
2,0,2.8094026953624978,2.833213344056216,7.299797366758161,0,1.33500106673234,4,3,False,False,True,False,False,False,True
1,1,2.8094026953624978,2.1972245773362196,7.170119543449628,0,1.308332819650179,4,1,False,False,True,False,False,False,True
5,0,2.9069010598473755,2.833213344056216,7.762170607138205,0,1.308332819650179,4,1,False,False,True,False,False,False,True
2,1,2.8094026953624978,2.1972245773362196,6.769641976852503,0,1.0296194171811581,4,4,False,False,True,False,False,False,False
4,2,2.8094026953624978,2.1972245773362196,7.563200592358071,0,1.33500106673234,4,3,False,False,True,False,False,False,True
2,0,2.8094026953624978,2.833213344056216,7.003065458786462,1,1.2809338454620642,4,1,False,False,True,False,False,False,True
3,1,2.9069010598473755,2.1972245773362196,6.814542897259958,0,1.252762968495368,3,0,False,False,True,False,False,False,True
5,1,2.8094026953624978,2.1972245773362196,6.606650186198215,0,1.252762968495368,3,2,False,False,True,False,False,True,False
4,1,2.70805020110221,1.6094379124341003,6.396929655216146,0,1.308332819650179,2,2,False,False,True,False,False,True,False
0,2,2.533696813957432,1.6094379124341003,5.857933154483459,1,1.0986122886681098,1,2,False,False,True,False,False,True,False
3,3,2.70805020110221,2.1972245773362196,7.54338456933354,0,1.252762968495368,4,2,False,False,True,False,False,True,False
2,1,2.8094026953624978,1.6094379124341003,5.91350300563827,0,0.9555114450274363,5,2,False,False,True,False,False,True,False
3,1,2.70805020110221,2.1972245773362196,7.025538314638521,0,1.2809338454620642,3,2,False,False,True,False,False,True,False
1,3,2.70805020110221,2.833213344056216,7.550135342488429,0,1.308332819650179,4,2,False,False,True,False,False,True,False
4,1,2.8094026953624978,1.6094379124341003,6.684611727667927,0,1.308332819650179,4,0,False,False,True,False,False,False,True
4,1,2.9069010598473755,2.1972245773362196,6.492239835020471,0,1.1939224684724346,3,3,False,False,True,False,False,False,False
4,1,2.70805020110221,1.6094379124341003,5.680172609017068,0,0.7419373447293773,1,2,False,False,True,False,False,True,False
2,1,2.8094026953624978,2.1972245773362196,6.665683717782408,0,1.252762968495368,3,3,False,False,True,False,False,False,False
4,1,2.8094026953624978,1.9459101490553132,6.345636360828596,0,1.1939224684724346,2,0,False,False,True,False,False,False,True
3,2,2.6602595372658615,2.833213344056216,7.803843303538772,1,1.0296194171811581,4,5,False,False,True,False,False,True,False
4,2,2.70805020110221,2.1972245773362196,7.85979918056211,1,1.308332819650179,4,2,False,False,True,False,False,True,False
2,1,2.8094026953624978,1.6094379124341003,6.3272222427913265,0,1.0986122886681098,2,2,False,False,True,False,False,True,False
1,1,2.8094026953624978,1.6094379124341003,5.720311776607412,0,0.7419373447293773,5,2,False,False,True,False,False,True,False
2,2,2.8094026953624978,2.1972245773362196,7.475339236566737,1,1.33500106673234,4,3,False,False,True,False,False,False,True
1,3,2.6602595372658615,2.1972245773362196,6.593044534142437,0,0.6418538861723948,5,2,False,False,True,False,False,True,False
0,1,2.8094026953624978,1.6094379124341003,5.961005339623274,0,1.1631508098056809,5,3,False,False,True,False,False,False,False
3,1,2.8094026953624978,1.9459101490553132,6.476972362889683,0,1.3862943611198906,5,4,False,False,True,False,False,False,False
2,1,2.8094026953624978,1.6094379124341003,6.76849321164863,0,1.2809338454620642,3,2,False,False,False,False,False,True,False
2,1,2.9069010598473755,2.833213344056216,7.170119543449628,0,1.0296194171811581,4,4,False,False,True,False,False,False,False
4,2,2.8094026953624978,2.833213344056216,7.802209316247118,0,1.33500106673234,4,0,False,False,True,False,False,False,True
5,0,2.9069010598473755,2.833213344056216,7.789868559054706,0,1.33500106673234,4,1,False,False,True,False,False,False,True
3,1,2.6602595372658615,2.833213344056216,7.088408778675395,0,1.0296194171811581,4,5,False,False,True,False,False,True,False
2,3,2.70805020110221,2.1972245773362196,7.5827283055631725,1,1.2809338454620642,4,2,False,False,True,False,False,True,False
4,1,2.8094026953624978,2.1972245773362196,6.67138716737102,0,1.1939224684724346,3,3,False,False,True,False,False,False,False
3,1,2.8094026953624978,2.1972245773362196,7.173958319756794,0,1.308332819650179,4,2,False,False,True,False,False,True,False
2,2,2.6602595372658615,2.1972245773362196,6.733401891837359,1,1.0296194171811581,4,5,False,False,True,False,False,True,False
4,1,2.9069010598473755,1.9459101490553132,6.756932389247553,0,1.308332819650179,4,0,False,False,True,False,False,False,True
5,0,2.9069010598473755,2.1972245773362196,7.3777589082278725,0,1.2809338454620642,4,1,False,False,True,False,False,False,True
0,2,2.533696813957432,1.6094379124341003,5.697093486505405,0,0.9555114450274363,0,2,False,True,False,False,False,True,False
2,1,2.70805020110221,2.1972245773362196,7.2640301428995295,0,1.2809338454620642,3,2,False,False,True,False,False,True,False
2,1,2.8094026953624978,2.1972245773362196,6.152753971073506,1,1.2237754316221157,2,2,False,False,True,False,False,True,False
1,0,2.9069010598473755,2.1972245773362196,7.063903961472068,0,1.33500106673234,4,1,False,False,True,False,False,False,True
1,1,2.9069010598473755,1.6094379124341003,6.274762021241939,0,0.9555114450274363,5,0,False,False,True,False,False,False,True
4,1,2.8094026953624978,2.5649493574615367,6.856461984594587,0,1.5260563034950492,5,4,False,False,True,False,False,False,False
5,3,2.6741486494265287,2.1972245773362196,7.495541943884256,1,1.252762968495368,4,3,False,True,False,False,False,True,False
3,1,2.8094026953624978,1.9459101490553132,6.3454609068409535,0,1.252762968495368,5,4,False,False,True,False,False,False,False
4,2,2.7013612129514133,2.833213344056216,7.52294091807237,1,1.0296194171811581,4,5,False,False,True,False,False,True,False
1,3,2.8094026953624978,2.833213344056216,7.141245122350491,0,1.0296194171811581,4,3,False,False,True,False,False,False,True
0,1,2.8094026953624978,1.9459101490553132,6.016157159698354,0,1.3862943611198906,5,3,False,False,True,False,False,False,False
3,1,2.8094026953624978,2.833213344056216,7.05617528410041,0,1.0296194171811581,4,5,False,False,True,False,False,True,False
2,2,2.8094026953624978,2.833213344056216,8.024862150286411,0,1.3862943611198906,5,3,False,False,True,False,False,False,True
4,1,2.70805020110221,2.1972245773362196,7.29641326877392,0,1.252762968495368,3,2,False,False,True,False,False,True,False
3,3,2.6026896854443837,2.1972245773362196,8.03947991910045,1,0.7884573603642702,5,2,False,False,True,False,False,True,False
1,0,2.9069010598473755,2.5649493574615367,7.223222737441855,0,1.252762968495368,3,1,False,False,True,False,False,False,True
4,2,2.70805020110221,2.1972245773362196,7.4205789054108005,1,1.252762968495368,4,2,False,False,True,False,False,True,False
5,3,2.70805020110221,2.1972245773362196,7.549609165154532,1,1.308332819650179,4,2,False,False,True,False,False,True,False
0,1,2.70805020110221,1.6094379124341003,5.799092654460526,0,0.7419373447293773,5,2,False,False,True,False,False,True,False
5,1,2.8094026953624978,2.1972245773362196,6.677083461247136,0,1.252762968495368,3,2,False,False,True,False,False,True,False
1,0,2.9069010598473755,2.1972245773362196,6.844815479208263,0,1.252762968495368,3,1,False,False,True,False,False,False,True
4,1,2.70805020110221,2.1972245773362196,7.083387847625295,0,1.1939224684724346,3,2,False,False,True,False,False,True,False
2,3,2.8094026953624978,2.1972245773362196,7.000480301964336,0,0.9555114450274363,3,5,False,False,True,False,False,True,False
4,3,2.70805020110221,2.1972245773362196,7.495541943884256,0,1.252762968495368,3,2,False,False,True,False,False,True,False
2,1,2.8094026953624978,2.1972245773362196,6.682622249968917,0,0.9555114450274363,3,4,False,False,True,False,False,False,False
2,1,2.8094026953624978,2.1972245773362196,7.141245122350491,0,1.0296194171811581,4,0,False,False,True,False,False,False,True
5,0,2.8094026953624978,2.833213344056216,7.495541943884256,0,1.33500106673234,4,1,False,False,True,False,False,False,True
3,1,2.6602595372658615,1.6094379124341003,6.516193076042964,0,0.9555114450274363,3,5,False,False,True,False,False,True,False
5,1,2.8094026953624978,2.1972245773362196,6.950814768442584,0,1.252762968495368,4,0,False,False,True,False,False,False,True
3,1,2.8094026953624978,1.9459101490553132,6.639875833826536,0,1.252762968495368,4,3,False,False,True,False,False,False,False
2,1,2.70805020110221,1.6094379124341003,6.602411485857249,0,1.0986122886681098,2,2,False,False,True,False,False,True,False
1,0,2.8094026953624978,2.1972245773362196,6.907755278982137,0,1.33500106673234,4,1,False,False,True,False,False,False,True
2,1,2.8094026953624978,1.6094379124341003,6.186208623900494,0,1.0986122886681098,2,3,False,False,False,False,False,False,False
2,1,2.8094026953624978,2.1972245773362196,7.019287709131214,0,1.252762968495368,3,2,False,False,True,False,False,True,False
1,3,2.6602595372658615,2.1972245773362196,7.155396301896734,0,1.252762968495368,4,2,False,False,True,False,False,True,False
0,1,2.8094026953624978,1.6094379124341003,5.886104031450156,0,0.9162907318741551,5,2,False,True,False,False,False,True,False
3,3,2.6026896854443837,1.6094379124341003,7.365180126021013,0,1.1939224684724346,3,2,False,False,True,False,False,True,False
3,3,2.6026896854443837,1.6094379124341003,7.126890808898808,0,1.1939224684724346,3,2,False,False,True,False,False,True,False
2,3,2.6602595372658615,2.1972245773362196,7.533693709848633,1,0.9555114450274363,3,5,False,False,True,False,False,True,False
0,1,2.8094026953624978,1.6094379124341003,6.539585955617669,0,1.252762968495368,3,0,False,False,True,False,False,False,True
4,1,2.9069010598473755,1.9459101490553132,6.476972362889683,0,1.252762968495368,3,1,False,False,True,False,False,False,True
4,2,2.70805020110221,1.6094379124341003,6.459904454377535,1,1.252762968495368,4,2,False,False,True,False,False,True,False
2,2,2.8094026953624978,2.1972245773362196,7.666690200080086,0,1.308332819650179,4,3,False,False,True,False,False,False,True
2,1,2.8094026953624978,2.833213344056216,6.802394763324311,0,1.308332819650179,4,3,False,False,False,False,False,False,False
4,1,2.6602595372658615,1.6094379124341003,6.782192056006791,0,1.252762968495368,3,2,False,False,True,False,False,True,False
1,0,2.9069010598473755,2.1972245773362196,7.180442995849564,0,1.2809338454620642,4,1,False,False,True,False,False,False,True
4,1,2.8094026953624978,1.6094379124341003,5.888850257118181,0,0.7419373447293773,5,2,True,False,False,False,False,True,False
0,1,2.70805020110221,2.1972245773362196,6.805722553416985,0,1.252762968495368,3,2,False,False,True,False,False,True,False
3,1,2.8094026953624978,2.1972245773362196,7.114761318252113,0,1.252762968495368,4,2,False,False,True,False,False,True,False
5,3,2.6602595372658615,2.1972245773362196,7.621195162809845,0,1.410986973710262,3,3,False,True,False,False,False,True,False
2,1,2.8094026953624978,2.1972245773362196,6.852242569051878,0,1.252762968495368,3,2,False,False,True,False,False,True,False
4,1,2.70805020110221,1.6094379124341003,5.786897381366708,0,0.9555114450274363,5,2,False,True,False,False,False,True,False
2,3,2.6602595372658615,2.1972245773362196,6.862757913051401,0,1.0296194171811581,4,4,False,False,True,False,False,False,False
1,3,2.70805020110221,2.1972245773362196,6.956545443151569,0,1.308332819650179,4,2,False,False,True,False,False,True,False
2,1,2.8094026953624978,1.6094379124341003,5.886104031450156,0,1.0986122886681098,2,2,False,False,False,False,False,True,False
2,3,2.6602595372658615,2.833213344056216,7.533693709848633,1,1.0296194171811581,4,5,False,False,True,False,False,True,False
3,1,2.8094026953624978,1.6094379124341003,6.814542897259958,0,1.1939224684724346,3,2,False,False,True,False,False,True,False
5,0,2.8094026953624978,2.1972245773362196,6.936090031409406,0,1.252762968495368,3,1,False,False,True,False,False,False,True
2,1,2.70805020110221,2.1972245773362196,7.07326971745971,0,1.33500106673234,3,0,False,False,True,False,False,False,True
4,1,2.8094026953624978,1.6094379124341003,5.736572297479192,0,0.7419373447293773,5,2,False,False,True,False,False,True,False
3,1,2.8094026953624978,1.6094379124341003,5.902360072025161,0,1.0986122886681098,2,2,True,False,False,False,False,True,False
0,1,2.6602595372658615,1.6094379124341003,6.486160788944089,0,1.1939224684724346,3,2,False,False,True,False,False,True,False
2,1,2.8094026953624978,2.1972245773362196,6.752270376141742,0,1.0296194171811581,4,5,False,False,True,False,False,True,False
0,1,2.8094026953624978,1.6094379124341003,5.981414211254481,0,1.3862943611198906,5,3,False,False,True,False,False,False,False
3,1,2.8094026953624978,2.1972245773362196,6.693323668269949,0,1.252762968495368,3,2,False,False,True,False,False,True,False
3,1,2.70805020110221,2.1972245773362196,6.7580945044277305,0,0.9555114450274363,3,2,False,False,True,False,False,True,False
5,3,2.6741486494265287,1.6094379124341003,6.897704943128636,1,1.1631508098056809,5,2,False,True,False,False,False,True,False
4,3,2.70805020110221,2.1972245773362196,7.431086382268411,0,1.252762968495368,4,2,False,False,True,False,False,True,False
1,1,2.8094026953624978,1.6094379124341003,6.253828811575473,0,1.252762968495368,3,0,False,False,False,False,False,False,True
3,1,2.8094026953624978,1.6094379124341003,5.8522024797744745,0,0.9555114450274363,0,2,False,False,True,False,False,True,False
4,1,2.8094026953624978,1.6094379124341003,6.111467339502679,0,1.0986122886681098,2,2,True,False,False,False,False,True,False
3,3,2.6026896854443837,1.6094379124341003,7.3395376954076745,0,1.252762968495368,3,2,False,False,True,False,False,True,False
5,0,2.9069010598473755,2.833213344056216,7.718685495198466,0,1.33500106673234,4,1,False,False,True,False,False,False,True
2,1,2.8094026953624978,1.6094379124341003,6.646585301070466,0,1.1939224684724346,3,3,False,False,False,True,False,False,False
5,3,2.8094026953624978,2.1972245773362196,7.7406644019172415,0,1.0296194171811581,4,2,False,False,True,False,False,True,False
4,1,2.8094026953624978,2.1972245773362196,6.131226489483141,0,1.0986122886681098,2,2,False,False,True,False,False,True,False
5,3,2.6741486494265287,2.1972245773362196,7.201170883281678,1,1.252762968495368,3,2,False,True,False,False,False,True,False
4,1,2.8094026953624978,2.1972245773362196,5.799092654460526,0,0.9555114450274363,5,2,True,False,False,False,False,True,False
1,3,2.70805020110221,2.1972245773362196,7.035268599281097,0,1.252762968495368,3,2,False,False,True,False,False,True,False
4,1,2.70805020110221,2.1972245773362196,6.396929655216146,0,1.308332819650179,2,2,True,False,False,False,False,True,False
2,1,2.8094026953624978,1.6094379124341003,6.061456918928017,0,1.0986122886681098,2,3,False,False,False,False,False,False,False
4,3,2.70805020110221,2.1972245773362196,7.6255950721324535,0,1.308332819650179,4,2,False,False,True,False,False,True,False
1,0,2.9069010598473755,3.4965075614664802,8.266421472984554,0,1.3609765531356006,4,1,False,False,True,False,False,False,True
3,1,2.8094026953624978,2.1972245773362196,6.678342114654332,0,0.9555114450274363,3,5,False,False,True,False,False,True,False
1,3,2.70805020110221,2.1972245773362196,7.003065458786462,0,1.0296194171811581,4,5,False,False,True,False,False,True,False
0,0,2.9069010598473755,2.833213344056216,7.8632667240095735,0,1.33500106673234,4,1,False,False,True,False,False,False,True
4,1,2.9069010598473755,1.6094379124341003,6.194405391104672,0,1.1631508098056809,5,3,False,False,True,False,False,False,False
1,1,2.9069010598473755,1.6094379124341003,6.336825731146441,0,1.0986122886681098,2,0,False,False,True,False,False,False,True
4,1,2.8094026953624978,2.1972245773362196,6.672032945461067,0,1.1939224684724346,3,1,False,False,True,False,False,False,True
2,2,2.8094026953624978,2.1972245773362196,6.709304340258298,1,1.0296194171811581,4,5,False,False,True,False,False,True,False
4,0,2.8094026953624978,2.833213344056216,6.937314081223682,1,1.2809338454620642,4,1,False,False,True,False,False,False,True
0,3,2.70805020110221,2.1972245773362196,6.647688373563329,0,0.9555114450274363,3,5,False,False,True,False,False,True,False
5,3,2.6741486494265287,2.833213344056216,7.859413154693583,1,1.252762968495368,4,3,False,True,False,False,False,True,False
3,2,2.6026896854443837,2.1972245773362196,7.554334823725748,0,0.7884573603642702,5,2,False,False,True,False,False,True,False
5,1,2.8094026953624978,2.833213344056216,7.438383530044307,0,1.33500106673234,4,1,False,False,True,False,False,False,True
4,2,2.70805020110221,2.833213344056216,7.828038032125829,1,1.308332819650179,4,2,False,False,True,False,False,True,False
3,3,2.70805020110221,2.1972245773362196,7.644919344958857,0,1.308332819650179,4,2,False,False,True,False,False,True,False
3,1,2.6602595372658615,2.1972245773362196,7.047517221357296,0,1.252762968495368,3,2,False,False,True,False,False,True,False
4,1,2.9069010598473755,1.9459101490553132,6.856461984594587,0,1.308332819650179,4,0,False,False,True,False,False,False,True
0,1,2.8094026953624978,1.6094379124341003,6.300785794663244,0,1.0986122886681098,2,0,False,False,True,False,False,False,True
4,1,2.8094026953624978,1.6094379124341003,5.988961416889864,0,1.1939224684724346,3,2,True,False,False,False,False,True,False
3,1,2.8094026953624978,1.6094379124341003,5.91350300563827,0,1.252762968495368,5,3,False,False,True,False,False,False,False
3,1,2.8094026953624978,2.1972245773362196,6.429703348876805,0,1.252762968495368,3,4,False,False,True,False,False,False,False
4,1,2.8094026953624978,1.6094379124341003,6.716594773520978,0,1.252762968495368,4,2,False,False,False,True,False,True,False
4,1,2.70805020110221,2.1972245773362196,6.756932389247553,0,1.308332819650179,4,0,False,False,True,False,False,False,True
5,0,2.9652730660692823,3.4965075614664802,7.937374696163295,0,1.3609765531356006,4,3,False,False,True,False,False,False,True
4,2,2.6026896854443837,2.833213344056216,7.409136443920128,1,1.252762968495368,4,2,False,False,True,False,False,True,False
5,0,2.70805020110221,2.833213344056216,7.545389749611823,0,1.33500106673234,4,1,False,False,True,False,False,False,True
4,1,2.8094026953624978,1.6094379124341003,6.040254711277414,0,0.7419373447293773,1,2,False,False,True,False,False,True,False
1,1,2.8094026953624978,1.6094379124341003,6.581082866839071,0,1.252762968495368,4,0,False,False,True,False,False,False,True
5,3,2.6602595372658615,2.1972245773362196,7.055916629962658,0,1.0296194171811581,3,2,False,True,False,False,False,True,False
3,1,2.8094026953624978,1.6094379124341003,6.838405200847344,0,1.1939224684724346,3,2,False,False,False,True,False,True,False
